type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pt;sucères;sugars;Zuckerrüben;azúcares;zuccheri;糖類;açúcares;cukry;zaharuri;ดูดน้ำเลี้ยง;السكريات;糖;
pt;sucers;sugars;Zucker;azúcares;zuccheri;糖類;açúcares;cukry;zaharuri;คนโง่;السكريات;糖;
pt;suces les pouces;sucking thumbs;Daumenlutschen;chuparse los dedos;succhiare i pollici;親指しゃぶり;chupar os polegares;ssanie kciuków;supt degetul mare;ดูดนิ้วโป้ง;مص الإبهامين;吮指;
pt;sucotement;sucotement;Saugen;sucotement;sucotement;スクートメント;sucção;sucotement;sucotement;ดูด;سوكوتمنت;腌制;
pt;sucotemente;sucotemente;sucotemente;sucotemente;sucotemente;スコーテメンテ;sucotemente;sucotemente;sucotemente;สุโคเตเมนเต;سوكوتمنتي;S sucotemente;
pt;sucotementes;sweets;sucking;dulces;dolci;お菓子;doces;słodycze;dulciuri;สุโคเตเมนเตส;الحلويات;糖果;
pt;sucotements;sucking;Saugen;chupando;suzione;吸い上げ;sucção;ssanie;supt;ซัคโคเทมส์;المص;吮吸;
pt;suivi;follow-up;Nachbereitung;seguimiento;follow-up;フォローアップ;acompanhamento;kontynuacja;monitorizare;ติดตามผล;المتابعة;后续行动;
pt;suivies;followed;verfolgt;seguido;seguito;続く;seguido;śledzony;urmat;ติดตาม;متبوعة;随后;
pt;suivis;follow-up;Folgeaktivitäten;seguimiento;follow-up;フォローアップ;acompanhamento;kontynuacja;monitorizare;การติดตามผล;المتابعة;后续行动;
pt;superélastique;superelastic;superelastisch;superelástico;superelastico;超弾性;superelástico;superelastyczny;superelastic;ซูเปอร์อีลาสติก;المرونة الفائقة;超弹性;
pt;superélastiques;superelastic;superelastisch;superelástico;superelastico;超弾性;superelástico;superelastyczny;superelastic;ซูเปอร์อีลาสติก;المرونة الفائقة;超弹性;
pt;supérieur;superior;Vorgesetzter;superior;superiore;より良い;superior;przełożony;superior;เหนือกว่า;متفوقة;优异;
pt;supérieurs;higher;Vorgesetzte;superior;più alto;より高い;superior;wyższy;mai mare;ผู้บังคับบัญชา;أعلى;更高;
pt;supérieuse;superior;überlegen;superior;superiore;より良い;superior;przełożony;superior;เหนือกว่า;متفوقة;优异;
pt;supérieuses;superior;übergeordneten;superior;superiore;より良い;superior;przełożony;superior;เหนือกว่า;متفوقة;优异;
pt;supernuméraire;supernumerary;supernumerisch;supernumerario;soprannumerario;エクストラ;supranumerário;nadliczbowy;supranumerar;ผู้ช่วย;زائدة عن الحاجة;常额;
pt;supernuméraires;supernumeraries;Supernumerarier;supernumerarios;soprannumerari;特待生;supranumerários;nadliczbowi;supranumerari;ผู้ช่วย;موظفون زائدون;编外;
pt;supra;supra;supra;supra;supra;上;supra;supra;supra;เหนือกว่า;فوق;同上;
pt;supra-éruption;supra-eruption;Supra-Ausbruch;supra-erupción;sovraeruzione;上疹;supra-erupção;supraerupcja;supra-erupție;การงอกเกินปกติ;فوق الإنفجار;超喷发;
pt;supra-éruptionne;supra-eruption;supra-eruptiv;supra-erupción;sovraeruzione;上疹;supra-erupção;supraerupcja;supra-erupție;การงอกเกินปกติ;فوق الإنفجار;超喷发;
pt;supra-éruptionnes;supra-eruptions;Supra-Eruptionen;supraerupciones;sovra-eruzioni;超発疹;supra-erupções;superwystąpienia;supra-erupții;การปะทุเหนือผิว;الاضطرابات الفوقية;超级爆发;
pt;supra-éruptions;supra-eruptions;Supra-Eruptionen;supraerupciones;sovra-eruzioni;超発疹;supra-erupções;superwystąpienia;supra-erupții;การปะทุเหนือผิว;الاضطرابات الفوقية;超级爆发;
pt;supraocclusion;overbite;supraocclusion;sobremordida;overbite;出っ歯;sobremordida;nadgryz;supra mușcătură;ฟันบนยื่น;عضة زائدة;龅牙;
pt;supraocclusionne;overbite;supraocclusionne;sobremordida;overbite;出っ歯;sobremordida;nadgryz;supra mușcătură;ฟันบนยื่น;عضة زائدة;龅牙;
pt;supraocclusionnes;overbite;supraocclusional;sobremordida;overbite;出っ歯;sobremordida;nadgryz;supra mușcătură;ฟันบนยื่น;عضة زائدة;龅牙;
pt;supraocclusions;overbite;Supraokklusionen;sobremordida;overbite;出っ歯;sobremordida;nadgryz;supra mușcătură;ฟันบนยื่น;عضة زائدة;龅牙;
pt;supra-position;supra-position;Überposition;supra-posición;sovra-posizione;じょうい;supra-posição;pozycja nadrzędna;supra-poziție;การซ้อนทับ;الموضع الفوقي;超位置;
pt;supra-positionne;supra-positionne;supra-positioniert;supra-positionne;sovra-posizione;超ポジション;supra-positionne;ponadpozycyjny;supra-pozițiene;เหนือตำแหน่ง;فوق الموضع;超位置;
pt;supra-positionnes;over-positioned;über-positioniert;sobre-posicionado;sovraposizionato;オーバーポジション;sobre-posicionado;nadmiernie pozycjonowany;supra-poziționat;ซ้อนทับ;الإفراط في التمركز;过度定位;
pt;supra-positions;supra-positions;Suprapositionen;supra-posiciones;posizioni superiori;役職;supra-posições;superpozycje;supra-poziții;การซ้อนทับ;المناصب الفوقية;超职位;
pt;suracclusion;deep bite;overacclusion;sobrecompensación;sovracompensazione;ちょうかいふく;sobrecompensação;nadmierna rekompensata;supracompensare;ฟันบนยื่น;التعويض الزائد;超额补偿;
pt;surdimensionnement dentaire;oversized teeth;Zahnübergröße;dientes sobredimensionados;denti sovradimensionati;過大歯;dentes de grandes dimensões;Ponadwymiarowe zęby;dinți supradimensionați;ฟันงอกเกิน;أسنان كبيرة الحجم;过大的牙齿;
pt;surdimensionnements dentaires;oversized teeth;zahnärztliche Übergrößen;dientes sobredimensionados;denti sovradimensionati;過大歯;dentes de grandes dimensões;Ponadwymiarowe zęby;dinți supradimensionați;การเจริญเติบโตเกินของฟัน;أسنان كبيرة الحجم;过大的牙齿;
pt;surencombrement;overcrowding;Überfüllung;hacinamiento;sovraffollamento;過密;sobrelotação;przeludnienie;supraaglomerare;ความแออัด;الاكتظاظ;过度拥挤;
pt;surfaçage;surfacing;Planieren;revestimiento;rivestimento;浮上;revestimento;napawanie;Suprafață;ปรากฏขึ้น;التسطيح;表面处理;
pt;surfaçages;surfaces;Oberflächenbearbeitungen;revestimiento;rivestimento;浮上;revestimento;napawanie;Suprafață;ปรากฏขึ้น;التسطيح;表面处理;
pt;surgery;surgery;surgery;cirugía;intervento chirurgico;外科手術;cirurgia;operacja;intervenție chirurgicală;การผ่าตัด;الجراحة;外科手术;
pt;surgerys;surgerys;surgerys;cirugías;interventi chirurgici;外科;cirurgias;operacje;intervenții chirurgicale;การผ่าตัด;العمليات الجراحية;手术;
pt;surjet;overlock;Overlock;overlock;tagliacuci;オーバーロック;overlock;owerlok;overlock;ตะเข็บซิกแซก;أوفرلوك;包缝;
pt;surjets;overlays;Überwürfe;superposiciones;sovrapposizioni;オーバーレイ;sobreposições;nakładki;suprapuneri;ตะเข็บเย็บขอบ;التراكبات;覆盖层;
pt;sur-occlusion;deep bite;Überokklusion;sobremordida;overbite;出っ歯;sobremordida;nadgryz;supra mușcătură;ฟันบนยื่น;عضة زائدة;龅牙;
pt;suroclusion;deep bite;Überklusion;sobreinclusión;sovrainclusione;過剰包摂;sobre-inclusão;nadmierne włączenie;supraincludere;ฟันบนยื่น;التضمين الزائد;过度包容;
pt;surplomb;overhang;Überhang;voladizo;sporgenza;張り出し;saliência;zwis;proeminență;ยื่นออกมา;البروز;外悬;
pt;surplomb horizontal accru;increased horizontal overhang;erhöhter horizontaler Überhang;mayor voladizo horizontal;aumento della sporgenza orizzontale;水平張り出しの増加;aumento da saliência horizontal;Zwiększony zwis poziomy;creșterea proeminenței orizontale;การยื่นออกด้านข้างเพิ่มขึ้น;زيادة البروز الأفقي;水平悬伸增加;
pt;surplomb horizontal augmenté;increased horizontal overhang;erhöhter horizontaler Überhang;mayor voladizo horizontal;aumento della sporgenza orizzontale;水平方向の張り出しの増加;aumento da saliência horizontal;Zwiększony zwis poziomy;creșterea proeminenței orizontale;การยื่นออกด้านข้างเพิ่มขึ้น;زيادة البروز الأفقي;水平悬伸增加;
pt;surplombs horizontaux accrus;increased horizontal overhangs;erhöhte horizontale Überhänge;aumento de los voladizos horizontales;aumento delle sporgenze orizzontali;水平オーバーハングの増加;maiores saliências horizontais;zwiększone zwisy poziome;înălțimi orizontale crescute;การยื่นออกด้านข้างในแนวนอนที่เพิ่มขึ้น;زيادة البروزات الأفقية المتراكمة;增加水平悬挑;
pt;surplombs horizontaux augmentés;increased horizontal overlaps;vergrößerte horizontale Überhänge;aumento de los voladizos horizontales;aumento delle sporgenze orizzontali;水平方向のオーバーラップの増加;maiores saliências horizontais;zwiększone zwisy poziome;înălțimi orizontale crescute;การยื่นออกด้านข้างในแนวนอนที่เพิ่มขึ้น;زيادة البروزات الأفقية المتراكمة;增加水平悬挑;
pt;surveiller;monitor;überwachen;monitor;monitor;モニター;monitor;monitor;monitor;มอนิเตอร์;الشاشة;监控器;
pt;surveillère;supervisor;Aufsichtsperson;supervisor;supervisore;監督;supervisor;nadzorca;supraveghetor;ผู้บังคับบัญชา;المشرف;监事;
pt;surveillères;lifeguards;Aufsichtspersonen;socorristas;bagnini;ライフガード;nadadores-salvadores;ratownicy;salvamari;ปลอกขา;المنقذين;救生员;
pt;surveillers;supervisors;Aufsichtspersonen;supervisores;supervisori;監督;supervisores;przełożeni;supraveghetori;ผู้ควบคุมงาน;المشرفون;主管;
pt;swallowing;swallowing;swallowing;tragar;deglutizione;呑み込み;deglutição;połykanie;înghițire;การกลืน;البلع;吞咽;
pt;syndrome d'apnées obstructives du sommeil;obstructive sleep apnoea syndrome;obstruktives Schlafapnoe-Syndrom;síndrome de apnea obstructiva del sueño;sindrome da apnea ostruttiva del sonno;閉塞性睡眠時無呼吸症候群;síndrome da apneia obstrutiva do sono;zespół obturacyjnego bezdechu sennego;sindromul apneei obstructive în somn;กลุ่มอาการหยุดหายใจขณะหลับจากการอุดกั้น;متلازمة انقطاع النفس الانسدادي النومي;睡眠呼吸暂停综合征;
pt;syndromes d'apnées obstructives dus sommeils;obstructive sleep apnoea syndromes;obstruktive Schlafapnoe-Syndrome;síndromes de apnea obstructiva del sueño;sindromi da apnea ostruttiva del sonno;閉塞性睡眠時無呼吸症候群;síndromes de apneia obstrutiva do sono;zespoły obturacyjnego bezdechu sennego;sindroame de apnee obstructivă în somn;กลุ่มอาการหยุดหายใจขณะหลับจากการอุดกั้น;متلازمات توقف التنفس الانسدادي النومي;阻塞性睡眠呼吸暂停综合症;
pt;système de bielles;connecting rod system;Pleuelsystem;sistema de biela;sistema di bielle;コネクティングロッドシステム;sistema de biela;układ korbowodu;sistem de bielă;ระบบก้านสูบ;نظام قضيب التوصيل;连杆系统;
pt;systèmes des bielles;connecting rod systems;Pleuelsysteme;sistemas de bielas;sistemi di bielle;コネクティングロッドシステム;sistemas de biela;systemy korbowodów;sisteme de bielă;ระบบก้านสูบเชื่อมต่อ;أنظمة قضبان التوصيل;连杆系统;
pt;tads;tads;tads;tads;tads;タッズ;chumaços;koraliki;tade;แทดส์;المداد;ads;
pt;tadsse;tadsse;tadsse;tadsse;tadsse;タッセ;tadsse;tadsse;tadsse;ทัดเซ่;تادسي;tadsse;
pt;tadsses;tadsses;tadsses;tadsses;tadsses;タデス;tadsses;tadsses;tadsses;ตัวอ่อนของผีเสื้อ;تادسيس;蝌蚪;
